group,site,proteins,protein_count,UniProt ID,Interpro ID,domain
1,P1,EHD1,17,Q9H4M9,IPR040990,Domain of unknown function DUF5600
1,P1,EHD1,17,Q9H4M9,IPR045063,"Dynamin, N-terminal"
1,P1,NLRX1,17,Q86UT6,IPR001611,Leucine-rich repeat
1,P1,NLRX1,17,Q86UT6,IPR007111,NACHT nucleoside triphosphatase
1,P1,NLRX1,17,Q86UT6,IPR027417,P-loop containing nucleoside triphosphate hydrolase
1,P1,NLRX1,17,Q86UT6,IPR032675,Leucine-rich repeat domain superfamily
1,P1,NLRX1,17,Q86UT6,IPR048900,"NLR family member X1, C-terminal domain"
1,P1,COPE,17,O14579,IPR006822,"Coatomer, epsilon subunit"
1,P1,COPE,17,O14579,IPR011990,Tetratricopeptide-like helical domain superfamily
1,P1,FAM162A,17,Q96A26,IPR009432,Protein of unknown function DUF1075
1,P1,RAB10,17,P61026,IPR001806,Small GTPase
1,P1,RAB10,17,P61026,IPR005225,Small GTP-binding protein domain
1,P1,RAB10,17,P61026,IPR027417,P-loop containing nucleoside triphosphate hydrolase
2,P10,ZC3H13,6,Q5T200,IPR000571,"Zinc finger, CCCH-type"
2,P10,ZC3H13,6,Q5T200,IPR036855,"Zinc finger, CCCH-type superfamily"
2,P10,RAC1,6,P63000,IPR001806,Small GTPase
2,P10,RAC1,6,P63000,IPR003578,Small GTPase Rho
2,P10,RAC1,6,P63000,IPR005225,Small GTP-binding protein domain
2,P10,RAC1,6,P63000,IPR027417,P-loop containing nucleoside triphosphate hydrolase
2,P10,PSMB5,6,P28074,IPR000243,"Peptidase T1A, proteasome beta-subunit"
2,P10,PSMB5,6,P28074,IPR001353,"Proteasome, subunit alpha/beta"
2,P10,PSMB5,6,P28074,IPR016050,"Proteasome beta-type subunit, conserved site"
2,P10,PSMB5,6,P28074,IPR023333,Proteasome B-type subunit
2,P10,PSMB5,6,P28074,IPR029055,"Nucleophile aminohydrolases, N-terminal"
2,P10,SFXN4,6,Q6P4A7,IPR004686,Tricarboxylate/iron carrier
2,P10,TMTC3,6,Q6ZXV5,IPR011990,Tetratricopeptide-like helical domain superfamily
2,P10,TMTC3,6,Q6ZXV5,IPR013618,"Protein O-mannosyl-transferase TMTC, DUF1736"
2,P10,TMTC3,6,Q6ZXV5,IPR019734,Tetratricopeptide repeat
2,P10,HCCS,6,P53701,IPR000511,Holocytochrome c/c1 synthase
3,P100,RPL32,25,P62910,IPR001515,Large ribosomal subunit protein eL32
3,P100,RPL32,25,P62910,IPR018263,"Large ribosomal subunit protein eL32, conserved site"
3,P100,RPL32,25,P62910,IPR036351,Large ribosomal subunit protein eL32 superfamily
3,P100,PPP1R10,25,Q96QC0,IPR000571,"Zinc finger, CCCH-type"
3,P100,PPP1R10,25,Q96QC0,IPR003617,"Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type"
3,P100,PPP1R10,25,Q96QC0,IPR017923,"Transcription factor IIS, N-terminal"
3,P100,PPP1R10,25,Q96QC0,IPR035441,TFIIS/LEDGF domain superfamily
3,P100,PPP1R10,25,Q96QC0,IPR036855,"Zinc finger, CCCH-type superfamily"
3,P100,HP1BP3,25,Q5SSJ5,IPR005818,"Linker histone H1/H5, domain H15"
3,P100,HP1BP3,25,Q5SSJ5,IPR036388,Winged helix-like DNA-binding domain superfamily
3,P100,HP1BP3,25,Q5SSJ5,IPR036390,Winged helix DNA-binding domain superfamily
3,P100,RPL36,25,Q9Y3U8,IPR000509,Large ribosomal subunit protein eL36
3,P100,RPL36,25,Q9Y3U8,IPR038097,Large ribosomal subunit protein eL36 domain superfamily
3,P100,RPL18A,25,Q02543,IPR021138,"Large ribosomal subunit protein eL20, eukaryotes"
3,P100,RPL18A,25,Q02543,IPR023573,Large ribosomal subunit protein eL20 domain
3,P100,RPL18A,25,Q02543,IPR028877,Large ribosomal subunit protein eL20
3,P100,HIST1H1E,25,P10412,IPR005818,"Linker histone H1/H5, domain H15"
3,P100,HIST1H1E,25,P10412,IPR005819,Linker histone H1/H5
3,P100,HIST1H1E,25,P10412,IPR036388,Winged helix-like DNA-binding domain superfamily
3,P100,HIST1H1E,25,P10412,IPR036390,Winged helix DNA-binding domain superfamily
3,P100,SRPK1,25,Q96SB4,IPR000719,Protein kinase domain
3,P100,SRPK1,25,Q96SB4,IPR008271,"Serine/threonine-protein kinase, active site"
3,P100,SRPK1,25,Q96SB4,IPR011009,Protein kinase-like domain superfamily
3,P100,SRPK1,25,Q96SB4,IPR017441,"Protein kinase, ATP binding site"
3,P100,RPL3,25,P39023,IPR000597,Large ribosomal subunit protein uL3
3,P100,RPL3,25,P39023,IPR009000,"Translation protein, beta-barrel domain superfamily"
3,P100,RPL3,25,P39023,IPR019926,"Large ribosomal subunit protein uL3, conserved site"
3,P100,RPL3,25,P39023,IPR044892,"Ribosomal protein L3, domain 3, archaeal-type superfamily"
3,P100,RPL3,25,P39023,IPR045077,"Large ribosomal subunit protein uL3, archaeal/eukaryotic-type"
3,P100,RPL4,25,P36578,IPR002136,Large ribosomal subunit protein uL4
3,P100,RPL4,25,P36578,IPR013000,"Large ribosomal subunit protein uL4, eukaryotic/archaeal, conserved site"
3,P100,RPL4,25,P36578,IPR023574,Large ribosomal subunit protein uL4 domain superfamily
3,P100,RPL4,25,P36578,IPR025755,"Large ribosomal subunit protein uL4, C-terminal domain"
3,P100,RPL4,25,P36578,IPR045240,"Large ribosomal subunit protein uL4, eukaryotic and archaeal type"
3,P100,RPL18,25,Q07020,IPR000039,Large ribosomal subunit protein eL18
3,P100,RPL18,25,Q07020,IPR021131,Large ribosomal subunit protein uL15/eL18
3,P100,RPL18,25,Q07020,IPR021132,"Large ribosomal subunit protein eL18, conserved site"
3,P100,RPL18,25,Q07020,IPR036227,Large ribosomal subunit protein uL15/eL18 superfamily
3,P100,MRPS34,25,P82930,IPR032053,Small ribosomal subunit protein mS34
3,P100,MTDH,25,Q86UE4,IPR031402,Protein LYRIC
3,P100,ANTXR1,25,Q9H6X2,IPR002035,"von Willebrand factor, type A"
3,P100,ANTXR1,25,Q9H6X2,IPR008399,"Anthrax toxin receptor, C-terminal"
3,P100,ANTXR1,25,Q9H6X2,IPR008400,"Anthrax toxin receptor, extracellular domain"
3,P100,ANTXR1,25,Q9H6X2,IPR036465,von Willebrand factor A-like domain superfamily
3,P100,RRP1B,25,Q14684,IPR010301,Ribosomal RNA processing protein 1
3,P100,CNBP,25,P62633,IPR001878,"Zinc finger, CCHC-type"
3,P100,CNBP,25,P62633,IPR036875,"Zinc finger, CCHC-type superfamily"
3,P100,RRP12,25,Q5JTH9,IPR011989,Armadillo-like helical
3,P100,RRP12,25,Q5JTH9,IPR012978,"Ribosomal RNA-processing protein 12-like, conserved domain"
3,P100,RRP12,25,Q5JTH9,IPR016024,Armadillo-type fold
3,P100,MYBBP1A,25,Q9BQG0,IPR007015,DNA polymerase V/Myb-binding protein 1A
3,P100,MYBBP1A,25,Q9BQG0,IPR011989,Armadillo-like helical
3,P100,MYBBP1A,25,Q9BQG0,IPR016024,Armadillo-type fold
3,P100,PHF5A,25,Q7RTV0,IPR005345,PHF5-like
3,P100,EXOSC8,25,Q96B26,IPR001247,"Exoribonuclease, phosphorolytic domain 1"
3,P100,EXOSC8,25,Q96B26,IPR015847,"Exoribonuclease, phosphorolytic domain 2"
3,P100,EXOSC8,25,Q96B26,IPR020568,Ribosomal protein uS5 domain 2-type superfamily
3,P100,EXOSC8,25,Q96B26,IPR027408,PNPase/RNase PH domain superfamily
3,P100,EXOSC8,25,Q96B26,IPR033196,Exosome complex component Rrp43
3,P100,EXOSC8,25,Q96B26,IPR036345,"Exoribonuclease, PH domain 2 superfamily"
3,P100,IGF2BP3,25,O00425,IPR000504,RNA recognition motif domain
3,P100,IGF2BP3,25,O00425,IPR004087,K Homology domain
3,P100,IGF2BP3,25,O00425,IPR004088,"K Homology domain, type 1"
3,P100,IGF2BP3,25,O00425,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
3,P100,IGF2BP3,25,O00425,IPR035979,RNA-binding domain superfamily
3,P100,IGF2BP3,25,O00425,IPR036612,"K Homology domain, type 1 superfamily"
3,P100,RPL7A,25,P62424,IPR001921,Large ribosomal subunit protein eL8
3,P100,RPL7A,25,P62424,IPR004037,"Large ribosomal subunit protein eL8-like, conserved site"
3,P100,RPL7A,25,P62424,IPR004038,Ribosomal protein eL8/eL30/eS12/Gadd45
3,P100,RPL7A,25,P62424,IPR018492,Ribosomal protein eL8/Nhp2 family
3,P100,RPL7A,25,P62424,IPR029064,Ribosomal protein eL30-like superfamily
3,P100,RPL7,25,P18124,IPR005998,"Large ribosomal subunit protein uL30, eukaryotic"
3,P100,RPL7,25,P18124,IPR012988,"Large ribosomal subunit protein uL30, N-terminal, eukaryotes"
3,P100,RPL7,25,P18124,IPR016082,"Large ribosomal subunit protein uL30-like, ferredoxin-like fold domain"
3,P100,RPL7,25,P18124,IPR018038,"Large ribosomal subunit protein uL30, conserved site"
3,P100,RPL7,25,P18124,IPR035808,"Large ribosomal subunit protein uL30, eukaryotic/archaeal"
3,P100,RPL7,25,P18124,IPR036919,"Large ribosomal subunit protein uL30, ferredoxin-like fold domain superfamily"
3,P100,RPL7,25,P18124,IPR039699,Large ribosomal subunit protein uL30
3,P100,RPL30,25,P62888,IPR000231,Large ribosomal subunit protein eL30
3,P100,RPL30,25,P62888,IPR004038,Ribosomal protein eL8/eL30/eS12/Gadd45
3,P100,RPL30,25,P62888,IPR022991,"Large ribosomal subunit protein eL30, conserved site"
3,P100,RPL30,25,P62888,IPR029064,Ribosomal protein eL30-like superfamily
3,P100,RPL30,25,P62888,IPR039109,Large ribosomal subunit protein eL30-like
3,P100,RPL17,25,P18621,IPR001063,Large ribosomal subunit protein uL22
3,P100,RPL17,25,P18621,IPR005721,"Large ribosomal subunit protein uL22, eukaryotic/archaeal"
3,P100,RPL17,25,P18621,IPR018260,"Large ribosomal subunit protein uL22, conserved site"
3,P100,RPL17,25,P18621,IPR036394,Ribosomal protein uL22 superfamily
3,P100,RPS9,25,P46781,IPR001912,"Small ribosomal subunit protein uS4, N-terminal"
3,P100,RPS9,25,P46781,IPR002942,RNA-binding S4 domain
3,P100,RPS9,25,P46781,IPR005710,"Small ribosomal subunit protein uS4, eukaryotic/archaeal"
3,P100,RPS9,25,P46781,IPR018079,"Small ribosomal subunit protein uS4, conserved site"
3,P100,RPS9,25,P46781,IPR022801,Small ribosomal subunit protein uS4
3,P100,RPS9,25,P46781,IPR036986,RNA-binding S4 domain superfamily
4,"P100,P121",RPL18,3,Q07020,IPR000039,Large ribosomal subunit protein eL18
4,"P100,P121",RPL18,3,Q07020,IPR021131,Large ribosomal subunit protein uL15/eL18
4,"P100,P121",RPL18,3,Q07020,IPR021132,"Large ribosomal subunit protein eL18, conserved site"
4,"P100,P121",RPL18,3,Q07020,IPR036227,Large ribosomal subunit protein uL15/eL18 superfamily
4,"P100,P121",HIST1H1E,3,P10412,IPR005818,"Linker histone H1/H5, domain H15"
4,"P100,P121",HIST1H1E,3,P10412,IPR005819,Linker histone H1/H5
4,"P100,P121",HIST1H1E,3,P10412,IPR036388,Winged helix-like DNA-binding domain superfamily
4,"P100,P121",HIST1H1E,3,P10412,IPR036390,Winged helix DNA-binding domain superfamily
4,"P100,P121",RPL7A,3,P62424,IPR001921,Large ribosomal subunit protein eL8
4,"P100,P121",RPL7A,3,P62424,IPR004037,"Large ribosomal subunit protein eL8-like, conserved site"
4,"P100,P121",RPL7A,3,P62424,IPR004038,Ribosomal protein eL8/eL30/eS12/Gadd45
4,"P100,P121",RPL7A,3,P62424,IPR018492,Ribosomal protein eL8/Nhp2 family
4,"P100,P121",RPL7A,3,P62424,IPR029064,Ribosomal protein eL30-like superfamily
5,"P100,P178",HIST1H1E,2,P10412,IPR005818,"Linker histone H1/H5, domain H15"
5,"P100,P178",HIST1H1E,2,P10412,IPR005819,Linker histone H1/H5
5,"P100,P178",HIST1H1E,2,P10412,IPR036388,Winged helix-like DNA-binding domain superfamily
5,"P100,P178",HIST1H1E,2,P10412,IPR036390,Winged helix DNA-binding domain superfamily
5,"P100,P178",MYBBP1A,2,Q9BQG0,IPR007015,DNA polymerase V/Myb-binding protein 1A
5,"P100,P178",MYBBP1A,2,Q9BQG0,IPR011989,Armadillo-like helical
5,"P100,P178",MYBBP1A,2,Q9BQG0,IPR016024,Armadillo-type fold
6,P101,YWHAE,11,P62258,IPR000308,14-3-3 protein
6,P101,YWHAE,11,P62258,IPR023409,"14-3-3 protein, conserved site"
6,P101,YWHAE,11,P62258,IPR023410,14-3-3 domain
6,P101,YWHAE,11,P62258,IPR036815,14-3-3 domain superfamily
6,P101,ANPEP,11,P15144,IPR001930,"Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase"
6,P101,ANPEP,11,P15144,IPR014782,"Peptidase M1, membrane alanine aminopeptidase"
6,P101,ANPEP,11,P15144,IPR024571,ERAP1-like C-terminal domain
6,P101,ANPEP,11,P15144,IPR027268,"Peptidase M4/M1, CTD superfamily"
6,P101,ANPEP,11,P15144,IPR034016,Aminopeptidase N-type
6,P101,ANPEP,11,P15144,IPR042097,"Aminopeptidase N-like , N-terminal domain superfamliy"
6,P101,ANPEP,11,P15144,IPR045357,"Aminopeptidase N-like , N-terminal domain"
6,P101,EPHA2,11,P29317,IPR000719,Protein kinase domain
6,P101,EPHA2,11,P29317,IPR001090,Ephrin receptor ligand binding domain
6,P101,EPHA2,11,P29317,IPR001245,"Serine-threonine/tyrosine-protein kinase, catalytic domain"
6,P101,EPHA2,11,P29317,IPR001426,"Tyrosine-protein kinase, receptor class V, conserved site"
6,P101,EPHA2,11,P29317,IPR001660,Sterile alpha motif domain
6,P101,EPHA2,11,P29317,IPR003961,Fibronectin type III
6,P101,EPHA2,11,P29317,IPR008266,"Tyrosine-protein kinase, active site"
6,P101,EPHA2,11,P29317,IPR008979,Galactose-binding-like domain superfamily
6,P101,EPHA2,11,P29317,IPR009030,Growth factor receptor cysteine-rich domain superfamily
6,P101,EPHA2,11,P29317,IPR011009,Protein kinase-like domain superfamily
6,P101,EPHA2,11,P29317,IPR013761,Sterile alpha motif/pointed domain superfamily
6,P101,EPHA2,11,P29317,IPR013783,Immunoglobulin-like fold
6,P101,EPHA2,11,P29317,IPR016257,Ephrin receptor type-A /type-B
6,P101,EPHA2,11,P29317,IPR017441,"Protein kinase, ATP binding site"
6,P101,EPHA2,11,P29317,IPR020635,"Tyrosine-protein kinase, catalytic domain"
6,P101,EPHA2,11,P29317,IPR027936,"Ephrin receptor, transmembrane domain"
6,P101,EPHA2,11,P29317,IPR034263,"Ephrin type-A receptor 2, ligand binding domain"
6,P101,EPHA2,11,P29317,IPR036116,Fibronectin type III superfamily
6,P101,SHMT2,11,P34897,IPR001085,Serine hydroxymethyltransferase
6,P101,SHMT2,11,P34897,IPR015421,"Pyridoxal phosphate-dependent transferase, major domain"
6,P101,SHMT2,11,P34897,IPR015422,"Pyridoxal phosphate-dependent transferase, small domain"
6,P101,SHMT2,11,P34897,IPR015424,Pyridoxal phosphate-dependent transferase
6,P101,SHMT2,11,P34897,IPR019798,"Serine hydroxymethyltransferase, pyridoxal phosphate binding site"
6,P101,SHMT2,11,P34897,IPR039429,Serine hydroxymethyltransferase-like domain
6,P101,BRI3BP,11,Q8WY22,IPR033367,BRI3-binding protein
6,P101,KCNMA1,11,Q12791,IPR003929,"Calcium-activated potassium channel BK, alpha subunit"
6,P101,KCNMA1,11,Q12791,IPR005821,Ion transport domain
6,P101,KCNMA1,11,Q12791,IPR036291,NAD(P)-binding domain superfamily
6,P101,KCNMA1,11,Q12791,IPR047871,Calcium-activated potassium channel slowpoke-like
6,P101,KCNMA1,11,Q12791,IPR048735,"Ca2+-activated K+ channel Slowpoke-like, C-terminal domain"
6,P101,EPB41L2,11,O43491,IPR000299,FERM domain
6,P101,EPB41L2,11,O43491,IPR000798,Ezrin/radixin/moesin-like
6,P101,EPB41L2,11,O43491,IPR007477,SAB domain
6,P101,EPB41L2,11,O43491,IPR008379,"Band 4.1, C-terminal"
6,P101,EPB41L2,11,O43491,IPR011993,PH-like domain superfamily
6,P101,EPB41L2,11,O43491,IPR014352,FERM/acyl-CoA-binding protein superfamily
6,P101,EPB41L2,11,O43491,IPR014847,FERM adjacent
6,P101,EPB41L2,11,O43491,IPR018979,"FERM, N-terminal"
6,P101,EPB41L2,11,O43491,IPR018980,"FERM, C-terminal PH-like domain"
6,P101,EPB41L2,11,O43491,IPR019747,FERM conserved site
6,P101,EPB41L2,11,O43491,IPR019748,FERM central domain
6,P101,EPB41L2,11,O43491,IPR019749,Band 4.1 domain
6,P101,EPB41L2,11,O43491,IPR029071,Ubiquitin-like domain superfamily
6,P101,EPB41L2,11,O43491,IPR035963,"FERM superfamily, second domain"
6,P101,UACA,11,Q9BZF9,IPR000727,Target SNARE coiled-coil homology domain
6,P101,UACA,11,Q9BZF9,IPR002110,Ankyrin repeat
6,P101,UACA,11,Q9BZF9,IPR036770,Ankyrin repeat-containing domain superfamily
6,P101,STXBP3,11,O00186,IPR001619,Sec1-like protein
6,P101,STXBP3,11,O00186,IPR027482,"Sec1-like, domain 2"
6,P101,STXBP3,11,O00186,IPR036045,Sec1-like superfamily
6,P101,STXBP3,11,O00186,IPR043127,"Sec1-like, domain 3a"
6,P101,STXBP3,11,O00186,IPR043154,"Sec1-like, domain 1"
6,P101,EARS2,11,Q5JPH6,IPR000924,Glutamyl/glutaminyl-tRNA synthetase
6,P101,EARS2,11,Q5JPH6,IPR001412,"Aminoacyl-tRNA synthetase, class I, conserved site"
6,P101,EARS2,11,Q5JPH6,IPR004527,"Glutamate-tRNA ligase, bacterial/mitochondrial"
6,P101,EARS2,11,Q5JPH6,IPR008925,"Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily"
6,P101,EARS2,11,Q5JPH6,IPR014729,Rossmann-like alpha/beta/alpha sandwich fold
6,P101,EARS2,11,Q5JPH6,IPR020058,"Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain"
6,P101,EARS2,11,Q5JPH6,IPR020751,"Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2"
6,P101,EARS2,11,Q5JPH6,IPR033910,Glutamyl-tRNA synthetase
6,P101,EARS2,11,Q5JPH6,IPR045462,"Aminoacyl-tRNA synthetase, class I, anticodon-binding"
6,P101,RAB21,11,Q9UL25,IPR001806,Small GTPase
6,P101,RAB21,11,Q9UL25,IPR005225,Small GTP-binding protein domain
6,P101,RAB21,11,Q9UL25,IPR027417,P-loop containing nucleoside triphosphate hydrolase
6,P101,RAB21,11,Q9UL25,IPR041833,Rab21
7,P102,PYCR1,13,P32322,IPR000304,Pyrroline-5-carboxylate reductase
7,P102,PYCR1,13,P32322,IPR008927,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily"
7,P102,PYCR1,13,P32322,IPR028939,"Pyrroline-5-carboxylate reductase, catalytic, N-terminal"
7,P102,PYCR1,13,P32322,IPR029036,"Pyrroline-5-carboxylate reductase, dimerisation domain"
7,P102,PYCR1,13,P32322,IPR036291,NAD(P)-binding domain superfamily
7,P102,PYCR2,13,Q96C36,IPR000304,Pyrroline-5-carboxylate reductase
7,P102,PYCR2,13,Q96C36,IPR008927,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily"
7,P102,PYCR2,13,Q96C36,IPR028939,"Pyrroline-5-carboxylate reductase, catalytic, N-terminal"
7,P102,PYCR2,13,Q96C36,IPR029036,"Pyrroline-5-carboxylate reductase, dimerisation domain"
7,P102,PYCR2,13,Q96C36,IPR036291,NAD(P)-binding domain superfamily
7,P102,FUT8,13,Q9BYC5,IPR001452,SH3 domain
7,P102,FUT8,13,Q9BYC5,IPR015827,"Alpha-(1,6)-fucosyltransferase"
7,P102,FUT8,13,Q9BYC5,IPR027350,Glycosyltransferase family 23 (GT23) domain
7,P102,FUT8,13,Q9BYC5,IPR035653,"Alpha-(1,6)-fucosyltransferase, SH3 domain"
7,P102,FUT8,13,Q9BYC5,IPR036028,SH3-like domain superfamily
7,P102,FUT8,13,Q9BYC5,IPR045573,"Alpha-(1,6)-fucosyltransferase, N- and catalytic domain"
7,P102,CDC42EP1,13,Q00587,IPR000095,CRIB domain
7,P102,CDC42EP1,13,Q00587,IPR029273,Cdc42 effector-like
7,P102,PRPF6,13,O94906,IPR003107,HAT (Half-A-TPR) repeat
7,P102,PRPF6,13,O94906,IPR010491,"PRP1 splicing factor, N-terminal"
7,P102,PRPF6,13,O94906,IPR011990,Tetratricopeptide-like helical domain superfamily
7,P102,PRPF6,13,O94906,IPR019734,Tetratricopeptide repeat
7,P102,PRPF6,13,O94906,IPR045075,Pre-mRNA-splicing factor Syf1-like
7,P102,NPC2,13,P61916,IPR003172,MD-2-related lipid-recognition domain
7,P102,NPC2,13,P61916,IPR014756,Immunoglobulin E-set
7,P102,NPC2,13,P61916,IPR033916,"Npc2 like, ML domain"
7,P102,NPC2,13,P61916,IPR039670,Sterol transport protein NPC2-like
